Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q33,Q156,Q35,Q40,Q41,Q42,Q52,Q49,Q50,Q53,Q82,Q83,Q160,Q94a,Q95a,Q159,Q94b,Q95b,Q96b,Q100,Q101-role,Q101-type,Q102,Q106,Q107-role,Q107-type,Q108,Q112,Q113,Q114,Q115,Q118,Q119,Q157,Q158,Q122,Q126,Q129,Q135,Q147,Q146,Q145,Q148-types,Q148-values,Q11,Q153,Q152,Q118 - Topics,Q31_2 - Topics
Male,29,,Yes,Master's Degree,4,Yes,Exposes a tile,,,,,,,,,,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sandwiches,Manufacturing cost,Selling price per sandwich,,,,,Determines the direction of the elevator,"floor, max_floor",,,Enum,"PlayerA, PlayerB (enum)",Player selections (R/P/C),Enums,"Rock, Paper, Scissors (enum)","[5, 7, 9]",Enlarges the image by factor,width *= factor,,
Female,27,,Yes,Master's Degree,1,,,,,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,hours*rate,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sandwiches produced,Cost per unit,Selling price per sandwich,,,,,Determines the direction of the elevator then travels to the requested floor,"dest, pressed_floors, dest, curr",,,Binary,"0, 1",Players,Choice history arrays,Choice history array,,,,,
Male,27,2,Yes,Master's Degree,2,Yes,Exposes a tile,,,,,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered by name",,File object,Sorted list of file indices,Calculates profit of selling the sandwiches,Number of sandwiches produced,Manufacturing cost,Selling price per sandwich,,,,,,,Determines the direction of the elevator then travels to the requested floor,"floor, num_floors",,,,,,,Resizes the image,width *= factor,,
Male,26,,Yes,Bachelor's Degree,3,,,,,Defines employee's rate and required hours,Number of work hours by an employee,An employee hourly wage,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",Files to sort,File,void,,,,,,,,,Calculates profit of selling the sandwiches,Amount of each ingredient,Cost per unit,Selling price per sandwich,,,,,Integer,"-1, 0, 1",Player objects,Player objects,Player object,,Resizes the image,width *= factor^2,,
Female,25,4,Yes,Bachelor's Degree,4,,,,,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,hours*rate,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 7, 9]",,,,
Male,45,25,Yes,Doctorate or higher,1,,,Yes,Exposes a tile according to the game rules,Either calculates payment or transfers payment,Number of work hours by an employee,An employee hourly wage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Determines the direction of the elevator then travels to the requested floor,,,,,,,"[5, 7, 9] or [1, 2, 3, 4, 5, 6]",,,,
Female,28,10,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resizes the image by factor,width *= factor,,
Male,19,4,Yes,Bachelor's Degree,4,,,Yes,Exposes a tile,,,,,,,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,"returns an ordered list of the files, ordered by name",Files to sort,List of files,Sorted list of files,Calculates profit of selling the sandwiches,Amount of each ingredient,Cost per unit,Selling price per sandwich,,,,,,,,,Player object,Reference to winner,"Simulate game on players A, B",Player objects,Player object,,Resizes the image by factor,width *= factor,,
Female,31,4,No,,,Yes,Returns the numeric value of a time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,24,2,Yes,Bachelor's Degree,1,Yes,Returns whether those coords have a mine ,,,Returns amount to pay given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 7, 9]",Resizes the image by factor,width = new_width,,
Female,26,3,Yes,Bachelor's Degree,4,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sandwiches produced,Cost per unit,Selling price per sandwich,,,,,,,,,,,,,,"[5, 7, 9]",Resizes something by factor,width *= factor,,
Male,27,,Yes,Bachelor's Degree,4,Yes,Updates GUI after clicking on a tile,,,Returns amount to pay given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Determines the direction of the elevator then travels to the requested floor,"floor, floors",,,,,,,,,,
Male,27,1,Yes,Bachelor's Degree,3,Yes,Returns whether there is a mine in a tile,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",,List of files,Sorted list of files,,,,,,,,,,,,,,,,,,,,,,"[5, 7, 9]",Resizes the image by factor,width /= factor,,
Male,24,2,Yes,Bachelor's Degree,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,,,,,,,,,,,,,,,,,
Male,24,2,Yes,Bachelor's Degree,2,,,Yes,Exposes a tile,,,,,Transfers funds given hours and rate,Number of work hours by an employee,hours*rate,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sandwiches produced,Cost per unit,Selling price per sandwich,,,,,Determines the direction of the elevator,"i, num_of_floors",,,,,,,,,,,,
Female,23,2,Yes,Bachelor's Degree,2,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sandwiches produced,Manufacturing cost,Selling price per sandwich,,,,,Determines the direction of the elevator then travels to the requested floor,,,,,,,,,True / False,,,,
Male,36,7,Yes,Doctorate or higher,6,,,Yes,Exposes a tile,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,hours*rate,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 7, 9]",Resizes the image by factor,width *= factor,,
Female,24,0,Yes,Bachelor's Degree,3,Yes,Returns the number of mines in a tile,,,,,,,,,,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sold sandwiches,Cost per unit,Selling price per sandwich,,,,,,,,,,,,,,"[5, 7, 9]",Enlarges the image by factor in each dimension,width *= factor,,
Female,24,1,Yes,Bachelor's Degree,1,,,Yes,Exposes whether there's a mine at a tile,,,,,,,,Updates board with player's mark,Row's index to be updated,Column's index to be updated,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",,List of files,Sorted list of file names,,,,,,,,,,,,,,,,,,"[5, 7, 9]",Enlarges the image by factor,width *= factor,,
Male,20,6,Yes,Bachelor's Degree,3,,,Yes,Exposes a tile,Returns amount to pay given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered by name",,List of files,Sorted list of files,,,,,,,,,,,,,Integer,"0, 1",Represent players,Objects,Object,,Resizes,width = new_width,,
Male,27,13,Yes,Master's Degree,2,Yes,Exposes a tile,,,Returns amount to pay given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,"returns an ordered list of the files, ordered by name",,List of files,Sorted list of files,Calculates profit of selling the sandwiches,Number of sold sandwiches,Price of producing all sandwiches ,Selling price per sandwich,,,,,,,,,,,,,,,,,,
Female,24,3,Yes,Bachelor's Degree,1,Yes,,,,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography ascending by name",Files to sort,List of files,Sorted list of files,,,,,,,,,,,,,,,,,Enum,,Indicates winner,Enums,"PlayerA, PlayerB, Tie (enum)",,Resizes the image by factor,width = new_width,,
Male,24,0,Yes,Bachelor's Degree,1,,,Yes,Exposes a tile,,,,,,,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,"returns an ordered list of the files, ordered lexicography by name",Files to sort,List of files,Sorted list of files,,,,,,,,,,,,,,,,,,,,,,"[1, 2, 3, 4, 5, 6]",,,,
Male,23,6,Yes,Bachelor's Degree,2,,,Yes,,Transfers funds given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,"returns an ordered list of the files, ordered by name",Files to sort,Files,void (in-place sorting),,,,,,,,,Determines the direction of the elevator then travels to the requested floor,"i, levels",,,,,,,,,,,,
Female,24,0,Yes,Bachelor's Degree,1,Yes,Exposes a tile,,,,,,,,,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,"returns an ordered list of the files, ordered by name",Files to sort,List of files,Boolean value,Calculates profit of selling the sandwiches,Number of sandwiches produced,Price of producing all sandwiches ,Selling price per sandwich,,,,,,,,,,,,,,,Resizes the image by factor,width *= factor,,
Male,19,4,Yes,Bachelor's Degree,2,,,,,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",Files to sort,List of file names,void,,,,,price-cost,,,Selling price per sandwich,,,Determines the direction of the elevator,,String,"""Player A"", ""Player B""",Player selections (R/P/C),Strings,"""Rock"", ""Paper"", ""Scissors""",,,,,
Male,26,1,Yes,Bachelor's Degree,1,,,,,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,hours*rate,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sandwiches produced,Cost per unit,Selling price per sandwich,,,,,,,Determines the direction of the elevator then travels to the requested floor,,Player object,Reference to winner,Player selections (R/P/C),,"Rock, Paper, Scissors (unspecified type)",,,,,
Male,23,0,Yes,Bachelor's Degree,2,Yes,"Ends the game if there's a mine, otherwise exposes a tile",,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography ascending by name",,List of files,Sorted list of files,,,,,,,,,,,,,,,,,,,,,,"[5, 7, 9]",Resizes,width *= factor,,
Male,25,1,Yes,Bachelor's Degree,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var,"0, 1",Represent players,Integers,"0, 1",,Shrinks the image by factor,,,
Female,25,2,Yes,Bachelor's Degree,2,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,,,,,,,,,,,,,,,,,,,,,,units*(price-cost),Number of sold sandwiches,Cost per unit,Selling price per sandwich,,,Determines the direction of the elevator then travels to the requested floor,"i, max_floor",,,,,,"[5, 7, 9]",,,,
Male,28,,Yes,Bachelor's Degree,2,,,Yes,Exposes a tile,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",Files to sort,Files,void (in-place sorting),,,,,,,,,Calculates profit of selling the sandwiches,Amount of each ingredient,Cost per unit,Selling price per sandwich,,,Determines the direction of the elevator,"floor, floors",Integer,"0, 1",Players,Integers,Player ID,,,,,
Female,24,0,Yes,Bachelor's Degree,2,Yes,Exposes a tile,,,,,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",Files to sort,Files,Sorted copy of input,,,,,,,,,,,,,Player base class,Reference to winner or null,Players,Player objects,Player object,"[5, 7, 9]",Enlarges the image by factor,width = new_width,,
Male,26,1,Yes,Bachelor's Degree,2,,,,,Returns amount to pay given hours and rate,Number of work hours in a week by an employee,An employee hourly wage,hours*rate,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered by name",,List of files,Sorted list of files,,,Manufacturing cost,,,,,,Determines the direction of the elevator then travels to the requested floor,"floor, max_floor",,,,,,,,Add both lists,Resizes the image by factor,width *= factor,,
Male,24,0,Yes,Bachelor's Degree,2,,,,,,,,,,,,,,,Plays turn,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,,,,,,,Determines the direction of the elevator,,,,,,,"[5, 7, 9]",,,,
Male,19,0,Yes,Bachelor's Degree,2,,,,,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sandwiches produced,Cost per unit,Selling price per sandwich,,,,,,,Determines the direction of the elevator then travels to the requested floor,"i, highest_floor",String,"""Player A"", ""Player B""",Player selections (R/P/C),Strings,"""Rock"", ""Paper"", ""Scissors""",,,,,
Male,24,2,Yes,Bachelor's Degree,2,,,Yes,Updates GUI after clicking on a tile,,,,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,"returns an ordered list of the files, ordered lexicography by name",Pass reference to files,,void,,,,,,,,,,,,,,,,,Boolean,"True, false",Represent players,Integers,"0, 1",,Changes pixel values,width = width + delta,,
Male,20,2,Yes,Bachelor's Degree,2,Yes,,,,Transfers funds given hours and rate,Number of work hours by an employee,,hours*rate,,,,,,,,,,,,,,,,,,,,,Calculates profit from buying,Amount of each ingredient,Cost per unit,Selling price per sandwich,,,,,Determines the direction of the elevator then travels to the requested floor,,,,,,,,,"[1, 2, 3, 4, 5, 6]",Resizes the image by factor,width *= factor,,
Female,25,2,Yes,Bachelor's Degree,3,,,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",,List of files,Sorted list of files,,,,,,,,,Calculates profit of selling the sandwiches,Number of sold sandwiches,Cost per unit,Selling price per sandwich,,,Determines the direction of the elevator,"i, num_floors",Player object,Reference to winner,Player selections (R/P/C),Objects,Object,"[5, 7, 9]",,,,
Male,24,0,Yes,Bachelor's Degree,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Determines the direction of the elevator then travels to the requested floor,,Player object,Reference to winner or null,Indicates winner,Player objects,Player object containing choices,"[5, 7, 9]",Resizes the image by factor,width = new_width,,
Male,25,2,Yes,Bachelor's Degree,2,Yes,Exposes a tile,,,,,,,Returns amount to pay given hours and rate,Number of work hours in a month by an employee,hours*rate,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sold sandwiches,Cost per unit,Selling price per sandwich,,,,,,,,,,"[5, 7, 9]",Returns a resized copy of the image,width = new_width,,
Male,27,0,Yes,Bachelor's Degree,3,,,Yes,Exposes a tile after clicking on it,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,,,,,,,,,,Determines the direction of the elevator then travels to the requested floor,,Boolean,"0, 1",Player selections (R/P/C),,"Rock, Paper, Scissors (unspecified type)",,,,,
Female,21,0,Yes,Bachelor's Degree,1,Yes,Exposes a tile and tiles around it,,,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,hours*rate,,,,,,,,,,,,,,,,,,,,,,units*(price-cost),Number of sold sandwiches,Cost per unit,Selling price per sandwich,Determines the direction of the elevator then travels to the requested floor,"floor, max_floor",,,,,,,,"[5, 7, 9]",Enlarges the image by factor,width *= factor,,
Male,25,11,Yes,Bachelor's Degree,2,Yes,Exposes a tile,,,,,,,Transfers funds given hours and rate,Number of work hours by an employee,return hours*rate,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sandwiches,Manufacturing cost,,,,,,,,,,,,,,,"[5, 7, 9]",Resizes the image by factor,width *= sqrt(factor),,
Male,26,0,Yes,Bachelor's Degree,2,,,,,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,hours*rate,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",,List of files,List of files,,,,,,,,,,,,,,,,,,,,,,,Shrinks the image,width = new_width,,
Male,26,10,Yes,Bachelor's Degree,2,,,,,,,,,Transfers funds given hours and rate,Number of work hours by an employee,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered by name",Files to sort,List of files,Sorted list of files,,,,,,,,,,,,,Integer,"1, 2",Player names,,,"[5, 7, 9]",Enlarges the image by factor,width *= factor,,
Male,20,1,Yes,Bachelor's Degree,1,,,Yes,Exposes a tile,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",Files to sort,List of files,Sorted list of files,,,,,,,,,,,,,,,,,Player object,Reference to winner,Update players with loss or victory,Player objects,Player object,"[1, 2, 3, 4, 5, 6]",,,,
Female,26,0,Yes,Bachelor's Degree,2,,,,,,,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",,List of file names,Sorted list of files or file names,Calculates profit of selling the sandwiches,Number of sandwiches,Cost per unit,Selling price per sandwich,,,,,,,,,,,,,,,Calculates new image size,width = new_width,,
Male,27,7,Yes,Bachelor's Degree,2,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,,,,,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,,Cost per unit,Price per unit,Determines the direction of the elevator,,Determines the direction of the elevator,,,,,,,,Enlarges the image by factor,width = new_width,,
Male,47,25,Yes,Doctorate or higher,1,,,,,,,,,,,,Updates board with player's mark at given position,,,,,,,,,,,,,Unclear,,,,,,,,units*(price-cost),,,,,,,,,,,,,"[1, 2, 3, 4, 5, 6]",,,,
Male,20,2,Yes,Bachelor's Degree,2,,,,,,,,,,,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,,,,,,Integer,"0, 1, 2",Player selections (R/P/C),Integers,"0, 1, 2",,,,,
Female,24,1,Yes,Bachelor's Degree,2,Yes,"Exposes a tile, whether clicked or as part of a group",,,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,hours*rate,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,,,,,,,,,Boolean,"True, false",Players,Strings,,"[5, 7, 9]",,,,
Male,30,3,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,25,6,Yes,Bachelor's Degree,1,Yes,Exposes a tile,,,,,,,,,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,"returns an ordered list of the files, ordered lexicography by name",,List of files,"Sorted reference to input object, or void",,,,,,,,,,,,,Determines the direction of the elevator then travels to the requested floor,"current_floor, top_floor",,,Player object or number,Reference to winner or null,Player objects,Plater objects,Player object,,,,,
Male,26,5,Yes,Bachelor's Degree,2,,,,,Transfers funds given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,"returns an ordered list of the files, ordered lexicography by name",Files to sort,List of files,Sorted list of files,,,,,,,,,,,,,,,Determines the direction of the elevator then travels to the requested floor,"floor, number_of_floors",,,,,,,Resizes the image by factor,width /= factor,,
Male,20,2,Yes,Bachelor's Degree,2,,,,,Transfers funds given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",Pass reference to files,List of files,Sorted list of files,,,,,Calculates profit of selling the sandwiches,Amount of each ingredient,Cost per unit,Selling price per sandwich,Determines the direction of the elevator,button_pressed,,,Player object,,Player objects,Player objects,Player object,"[5, 7, 9]",,,,
Male,24,5,Yes,Bachelor's Degree,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of items to buy and sell,Cost per unit,Selling price per sandwich,,,,,Determines the direction of the elevator then travels to the requested floor,"i, floors",,,Boolean,,Player objects,Player objects,Player object,"[5, 7, 9]",,,,
Female,25,3,Yes,Bachelor's Degree,3,Yes,Exposes a tile,,,,,,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sold sandwiches,Cost per unit,Selling price per sandwich,,,,,Boolean,"0, 1",Player objects,Player objects,Player object,"[1, 2, 3, 4, 5, 6]",Resize the factor,width = 30,,
Male,26,0,Yes,Bachelor's Degree,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enlarges the image by factor,width *= factor,,
Male,27,3,Yes,Bachelor's Degree,5,,,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",,List of strings,void,,,,,,,,,,,,,,,,,Boolean,"True, false",,Integers,"0, 1","[5, 7, 8]",Resizes the image by factor,width /= factor,,
Female,26,2,Yes,Bachelor's Degree,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player object,Reference to winner or null,,,,,,,,
Male,25,3,Yes,Bachelor's Degree,3,,,Yes,,,,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",Specify file sizes,int,Sorted list of files,,,,,,,,,,,,,,,,,,,,,,
Male,22,2,Yes,Bachelor's Degree,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,String,Winner's name,Player objects,Strings,,"[5, 7, 9]",Resizes the image by factor,width = new_width,,
Male,31,10,Yes,Bachelor's Degree,4,Yes,Exposes a tile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resizes the image,width *= factor,,
Male,24,4,Yes,Bachelor's Degree,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,24,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,24,5,Yes,Bachelor's Degree,2,,,,,,,,,Transfers funds to all employees given hours and rate,Number of work hours by an employee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,27,3,Yes,Bachelor's Degree,3,,,,,,,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",,List of files,void (in-place sorting),,,,,,,,,,,,,,,,,,,Resizes the image,width += factor,,
,25,,Yes,Bachelor's Degree,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resizes the image,width *= factor,,
Male,24,3,Yes,Bachelor's Degree,1,,,Yes,,,,,,,,,,,,,,,Plays turn,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,,,,,,Character,"A, B",Player names,Characters,"A', 'B'",,,,,
Female,23,1,Yes,Bachelor's Degree,1,,,,,,,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered by name",Path of files,String,Text file with sorted names,,,,,,,,,,,,,Integer,"1, 2",User-readable results,Integers,"1, 2",,,,,
Female,,,No,,,,,,,,,,,,,,,,,,,,Plays turn,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,,,,,,,,,,,,Resizes the image,I don't know,,
Male,24,4,Yes,Bachelor's Degree,2,,,,,,,,,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shrinks the image by factor,width *= sqrt(factor),,
Female,25,2,Yes,Bachelor's Degree,2,,,Yes,Exposes a tile,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",,List of file names,List of file names,,,,,,,,,,,,,Determines the direction of the elevator then travels to the requested floor,"i, last_floor",,,,,,,,,,,,
Female,24,1,Yes,Bachelor's Degree,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sandwiches,Price of producing all sandwiches ,Selling price per sandwich,,,,,,,,,,,,,,"[5, 7, 9]",,,,
Male,23,5,Yes,Bachelor's Degree,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Determines the direction of the elevator then travels to the requested floor,,,,Integer,"1, 2",Player selections (R/P/C),Integers,"1, 2, 3",,,,,
Male,19,3,Yes,Bachelor's Degree,3,Yes,Handles a mouse click on a tile,,,,,,,Transfers salary,Number of work hours by an employee,hours*rate,,,,Updates board with player's mark at given position,Row's index to be updated,Column's index to be updated,,,,,,,,"returns an ordered list of the files, ordered lexicography by name",Files to sort,Files,void or result code,,,,,,,,,,,,,Integer,"0, 1",Player selections (R/P/C),Integers,"0, 1, 2",,,,,
Male,27,0,Yes,Bachelor's Degree,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,width = new_width,,
Male,23,2,Yes,Bachelor's Degree,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,28,1,Yes,Bachelor's Degree,1,,,,,Transfers funds given hours and rate,Number of work hours in a month by an employee,An employee rank for wage calculation,hours*rate,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered by name",,List of files,List of files,,,,,,,,,,,,,Player object,Reference to winner,Player selections (R/P/C),,"Rock, Player, Scissors (unspecified type)",False,,,,
Male,27,0,Yes,Bachelor's Degree,1,,,Yes,Exposes a tile,,,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered by name",,,void,,,,,Calculates profit of selling the sandwiches,Number of sold sandwiches,Cost per unit,Selling price per sandwich,,,,,,,,,,,Resizes the image,width /= factor,,
Male,24,1,Yes,Bachelor's Degree,2,,,Yes,Exposes a tile,Transfers funds given hours and rate,Number of work hours by an employee,An employee hourly wage,hours*rate,,,,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sandwiches,Cost per unit,Selling price per sandwich,,,,,,,,,,,,,,"[1, 2, 3, 4, 5, 6]",,,,
Male,27,9,Yes,Bachelor's Degree,1,,,,,,,,,Transfers salary,Number of work hours by an employee,hours*rate,,,,,,,,,,,,,,,,,,,,,,units*(price-cost),Number of sold sandwiches,Cost per unit,Selling price per sandwich,,,,,Integer or string,"-1, 0, 1 or winner's name",Players,Player objects,Player object,"[1, 2, 3, 4, 5, 6]",Enlarges the image by factor,width *= factor,,
Female,26,0,Yes,Bachelor's Degree,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Same as input type,Reference to winner,Players,Player objects,Player object containing choice,,Resizes the image by factor,width *= sqrt(factor),,
Female,27,2,Yes,Master's Degree,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 7, 9]",,,,
Male,27,1,Yes,Bachelor's Degree,2,,,,,,,,,,,,,,,,,,,,,,,,,"returns an ordered list of the files, ordered by name",Files to sort,Files,void (in-place sorting),,,,,,,,,,,,,,,,,,,,,,
Male,25,0,Yes,Bachelor's Degree,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resize the factor,,,
Male,21,4,Yes,Bachelor's Degree,1,,,Yes,Returns the tile's value,,,,,Returns amount to pay given hours and rate,Number of work hours by an employee,hours*rate,,,,,,,,,,,,,,,,,,,,,,Calculates profit of selling the sandwiches,Number of sold sandwiches,Cost per unit,Selling price per sandwich,,,Determines the direction of the elevator then travels to the requested floor,"i, length",,,,,,"[5, 7, 9]",,,,