StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q30,Q31,Q32,Q33,Q156,Q155,Q37,Q36,Q35,Q40,Q41,Q42,Q52,Q44,Q45,Q49,Q50,Q51,Q53,Q54,Q55,Q57,Q58,Q59,Q61,Q62,Q63,Q79,Q80,Q81,Q81,Q82,Q83,Q160,Q84,Q93,Q94,Q95,Q159,Q96,Q92,Q94,Q95,Q96,Q97,Q99,Q100,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109,Q122,Q123,Q124,Q125,Q127,Q126,Q129,Q130,Q131,Q132,Q134,Q135,Q136,Q137,Q138,Q139,Q141,Q142,Q143,Q144,Q134,Q160,Q135,Q118 - Topics
2019-06-04 02:00:29,2019-06-04 02:08:25,IP Address,,100,475,True,2019-06-04 02:08:26,R_27qT28LSyxyNkqL,,,,,,,anonymous,HE,זכר,25,1,כן,תואר ראשון,4,,,,,,Yes,get_difficulty,time,mine,חושפת האם יש מוקש,,,,,,,,,,,,,today_cheese_spot,spots_already_visited,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מקטין מספר,up,down,delta,door_state,"לכל קומה בקומות
פתח דלת של קומה",,,,,,,,,כן,לא,כן,
2019-06-04 02:00:53,2019-06-04 02:13:26,IP Address,,100,753,True,2019-06-04 02:13:27,R_2Tmz0Q5jRzDVDKJ,,,,,,,anonymous,HE,זכר,25,2,כן,תואר ראשון,2,כן,Set_difficulty,Game_time,Cell_info,אומר מה יש בתא לפי השורה ועמודה,,,,,,"מחשב כמה שעות עבד ומה השכר שהוא מקבל לשעה ומחזיר
 חישוב של כמה העובד צריך לקבל",כמה שעות עבד,כמה מקבל לשעה בשקלים,Return hours*rate,HOURS_PER_WEEK,RATE_PER_HOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לא,,לא,
2019-06-04 02:02:39,2019-06-04 02:15:12,IP Address,,100,752,True,2019-06-04 02:15:12,R_3s0tOexLfN2yTpS,,,,,,,anonymous,HE,נקבה,25,1,כן,דוקטורט ומעלה,3,,,,,,,,,,,,,,,,,,,,,,,Cheese_pos,Trace_steps,Maze_rooms,,,,,,,,,,,,,,,,,Board_matrix,לסמן איקס או עיגול במשבצת כלשהי בלוח,מספר השורה שהשחקן יסמן בה את התור שלו,מספר העמודה שהשחקן יסמן בה את התור שלו,Display_board(Board_matrix),,,,,,,,,,,,,,,,,,,,,,,,,,,מקסימום פינוקים,פינוק 1,מספר פינוקים חודשי,Has_more_pinukim,לא,,לא,
2019-06-04 02:05:23,2019-06-04 02:16:17,IP Address,,100,654,True,2019-06-04 02:16:17,R_27U4S3T1BaUh14K,,,,,,,anonymous,HE,נקבה,23,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,Cheese_pose,Visited_rooms,Maze,,,,,,,,,,,,Grid_state,"Places and x or o in the cell with 
Row roe and clounmm col",Row to place x or y,Column where to place x or o,Show_grid(),,,,,,,,,,,File_size,Sorting the files by name,Array of files to sort,Sorted array,"Check_resize(size_to_inlarge,free_disk_space)",,,,,,,,,,,,,,,,,,,,,לא,,לא,
2019-06-04 01:58:28,2019-06-04 02:21:36,IP Address,,100,1387,True,2019-06-04 02:21:37,R_2t3bKDBWBQHZ92E,,,,,,,anonymous,HE,נקבה,25,1,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board_status,"מעדכנת את לוח המשחק במקום הנתון בקלט לפי התור הנוכחי, איקס או עיגול","לתאר את מספר השורה 1,2 או 3 בלוח המשחק","לתאר את מספר העמודה 1,2, או 3 בלוח המשחק",Display_xo_board(board_status),,,,,,,,,,,,,,,,,"בהתאם לקומה שנלחצה, קטע הקוד מכריע למעלית את הכיוון וכמה קומות בדיוק היא צריכה לרדת/לעלות",destination_floor,current_floor,num_of_floors,elevator_door_status,"For floor in building:
Open elevator door
Wait few seconds
Close elevator door
Go up(1)
",MAX_NUM_BENEFITS,AMOUNT_FOR_1_BENEFIT,Curr_month_benefits,"bool check_benefit_balance(benefits_used, curr_month_benefits)",,,,,כן,לא,כן,
2019-06-04 02:21:15,2019-06-04 02:38:35,IP Address,,100,1040,True,2019-06-04 02:38:36,R_3HT7A18R6grGYbZ,,,,,,,anonymous,HE,נקבה,24,2,כן,תואר ראשון,3,,,,,,,,,,,"מתודה שמחשבת שכר כולל עבור העובד, בהתאם להיקף השעות שעבד","מיצג מספר שעות שהעובד עבר, כפרמטר לתשלום הכולל","מיצג שכר שעתי של העובד, כפרמטר לתשלום הכולל",Return hours*rate,Full_job_hours,Payment_extra_hours,,,,,,,,,,Dayly_target,Visited_rooms,Maze,,,,,,,,,,,,,,,,,,,File_size,Display the files' names sorted by name,The parameter is container of the file that the user want to sort,Array,"Wherher_memory_to_increase(fileToCheck, increaseRate, availableSpace)e",,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,לא,
2019-06-04 02:31:36,2019-06-04 02:38:44,IP Address,,100,427,True,2019-06-04 02:38:44,R_cT22K5WvR0OJiYp,,,,,,,anonymous,HE,זכר,28,4,לא,,,,,,,,Yes,"get_difficulty_level(grid_size, mines_number)",time,board_data,"expose the value at (row, col) in the grid",,,,,,,,,,,,,cheese_place,visited_rooms,maze,,,,,,,board,"place sign in (row, col) at the board",row chosen in the grid,col chosen in the grid,display_board(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,כן,כן,
2019-06-04 02:31:18,2019-06-04 02:44:43,IP Address,,100,804,True,2019-06-04 02:44:43,R_31XjfL84judg3U0,,,,,,,anonymous,HE,זכר,30,2,לא,,,,,,,,Yes,"int getGameDifficulty(int grid_size, int number_of_mines)",time_passed,grid_data,"expose what the cell (row,col) in the grid holds",,,,,,,calculate how much an employee should be paid according to the hours he worked and the rate he gets.,how many hours the employee worked,how much money an employee gets per hour,"float pay(hours, rate){
return hours*rate;
}",FULL_TIME_NUM_OF_HOURS,EXTRA_HOURS_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAX_BENEFITS_PER_MONTH,BENEFIT_COST,BENEFITS_AVAILABLE,"isBenefitAvailable(available_benefits,used_benefits)",כן,לא,כן,
2019-06-04 03:42:15,2019-06-04 03:56:53,IP Address,,100,878,True,2019-06-04 03:56:53,R_3JqHV7bs5EGBJfo,,,,,,,anonymous,HE,זכר,27,0,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,curr_pos,visited,rooms,,,,,,,board_state,"Sets X or O(player dependent) in the (row,column) coordinate on the board",To choose the row of the board,To choose the column of the board,board_display(),,,,,,,,,,,,,,,,,,,,,,,,,,,מחליט על כיוון הנסיעה ומתחיל את הנסיעה בהתאם למספר הקומות. ,target,curr,num_of_floors,door_state,"counter=0
start_while(counter < NUM_OF_FLOORS):
door_open()
counter++
end_while",,,,,,,,,כן,לא,לא,
2019-06-04 04:25:09,2019-06-04 04:41:11,IP Address,,100,961,True,2019-06-04 04:41:12,R_8oyvX6OqY5dH7H3,,,,,,,anonymous,HE,זכר,29,5,כן,תואר שני,2,,,,,,Yes,"game_difficulty(grid_size, num_mines)",game_time,board,revealing square in the grid,"מחזיר את השכר בשקלים של עובד בדירוג rate, עבור מספר שעות hours,",מספר השעות שעבד העובד,השכר השעתי הקבוע,"   pay (hours, rate) 
return hours * rate",full_time_hours_per_week,additional_hours_rate,,,,,,,,,,,,,,,,,,,,,,,,,,מערך דו מימדי,כדי לצייר X או O במשבצת המתאימה,השורה בטבלה,העמודה בטבלה,show_table(table),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,כן,
2019-06-04 10:03:25,2019-06-04 10:19:14,IP Address,,100,948,True,2019-06-04 10:19:14,R_2P74noJBiXbUpGe,,,,,,,anonymous,HE,זכר,27,4,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grid_state,מבצעת תור של אחד השחקנים,מספר השורה,מספר העמודה,"display_screen(int x,int y)",,,,,,,,,,,fileSize,"סידור הקבצים ע""פ השם",אוייבקט מסוג file .,מערך של files,isFreeSpace(file),,,,,,,קובע אם לרדת או לעלות במעלית,floor_num1,floor_num2,floor_num3,floor_num4,,,,,,,,,,לא,,כן,
2019-06-04 10:14:20,2019-06-04 13:12:15,IP Address,,100,10674,True,2019-06-04 13:12:16,R_XzFJyW10zn1O8wx,,,,,,,anonymous,HE,זכר,19,5,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file_size או רק size (כי ברור שמדובר בקובץ משם המחלקה),ממיינת את הקבצים ברשימת הקלט לפי שמותיהם בסדר לקסיקוגרפי,רשימה של קבצים (שטיפוסם הוא המחלקה) או שמות קבצים (שטיפוסם מחרוזת).,רשימה ממויינת מאותו הטיפוס כמו רשימת הקלט,"can_be_expanded(file, size_to_expand, free_space_on_disk) ",,,,,,,"קובע אם צריך לרדת למעלה או למטה כדי להגיע לקומה המבוקשת, וכמה קומות צריך לזוז",destination_floor,current_floor,floor_difference,door_state,"top_floor = get_top_floor() 
while current_floor! =top_floor:
close_door() 
go_up(1)
open_door()
current_floor = get_current_floor()",MAX_BENEFITS_PER_MONTH,ILS_PER_BENEFIT,client_benefits_count,"is_balance_positive(customer_benefits_count, customer_benefits_used) ",,,,,כן,לא,כן,
2019-06-04 13:57:10,2019-06-04 14:13:40,IP Address,,100,990,True,2019-06-04 14:13:43,R_1IQzjbUOYWEpIXw,,,,,,,anonymous,HE,נקבה,20,4,כן,תואר ראשון,2,כן,"difficuly(size, num_of_mines) ",play_time,mine_map,"מציג בממשק הגרפי מה נמצא בתא ה-(row, col) ",,,,,,מחזיר כמה לשלם לעובד העובד במשך hours שעות ומשתכר בתעריף rate לשעה,מייצג את מספר שעות העבודה,מייצג את השכר לשעה,return hours*rate,base_rate,overtime_rate,,,,,,,cheese_location_today,visited_rooms,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,כן,
2019-06-04 14:39:45,2019-06-04 14:51:49,IP Address,,100,723,True,2019-06-04 14:51:49,R_2aS25w2Rt0zulXc,,,,,,,anonymous,HE,נקבה,23,4,כן,תואר ראשון,3,כן,GetDificultyLevel,GameDuration,MinesTable,מציג את הערך של התא ששמרנו בסעיף הקודם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,"Creates a list of files, sorted by their names ",A list of files to sort,"A list of files, sorted",CanIncreaseFileSize,,,,,,,,,,,,,,,,,,,,,,MaxPinuksPerMonth,PinukEligibilityPrice,EligiblePinuks,CanUsePinuk,לא,,לא,
2019-06-04 02:00:12,2019-06-04 02:02:47,IP Address,,65,154,False,2019-06-05 02:03:11,R_82PUMea8ZWfGWk1,,,,,,,anonymous,HE,זכר,24,,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04 02:04:32,2019-06-04 02:06:45,IP Address,,69,133,False,2019-06-05 02:07:30,R_2VeEZYQbRnA1eH9,,,,,,,anonymous,HE,נקבה,26,2,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04 02:07:18,2019-06-04 02:09:11,IP Address,,68,112,False,2019-06-05 02:09:15,R_TpX3fLD5k5vdq6t,,,,,,,anonymous,HE,נקבה,25,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04 02:05:34,2019-06-04 02:12:46,IP Address,,81,431,False,2019-06-05 02:13:08,R_2usrRrWwqlxk2NO,,,,,,,anonymous,HE,זכר,26,5,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tictactoe_game_grid,מסמן בשורה והעמודה שמתקבלים את הסימון המתאים לתור השחקן,מספר השורה המתאים למהלך,מספר העמודה של המהלך,display_game_board() ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04 03:50:12,2019-06-04 03:51:59,IP Address,,61,106,False,2019-06-05 03:52:07,R_2XgSObDMWtfgPLZ,,,,,,,anonymous,HE,זכר,27,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05 03:24:58,2019-06-05 04:24:53,IP Address,,100,3595,True,2019-06-05 04:24:53,R_XigXUbIIsmMqizL,,,,,,,anonymous,HE,נקבה,32,7,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,current_game_state,to add user game step,what row in the board the contestant chose,what column in the board the contestant chose,,size,arranges files alphabetically by name,linked list of files,linked list of files arranged by alphabetically by name,"bool IsEnoughSpaceOnDisk(File file, uint32 bytes_to_add, uint32 disk_size_in_bytes",,,,,,It implements the logic of moving the elevator  ,next_elevator_floor,current_elevator_floor,number_of_stores,elevator_door_state,"current_elavator_floor = 0;
for(i=0; i< n; i++)
	if(i.is_pressed)
		next_elevator_floor = i; 
		call_stav_function(next_elevator_floor, current_elavator_floor)
		open_door(i)
		current_elavator_floor = i;",,,,,,,,,,,,,,,כן,כן,כן,
2019-06-04 04:19:03,2019-06-04 05:15:56,IP Address,,92,3412,False,2019-06-05 05:15:59,R_1QilaOluncKOA3H,,,,,,,anonymous,HE,זכר,25,0,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,cheese_position,places_visited,maze,,,,,,,,,,,,,,,,,game_board,לבצע את המהלך שך המשתנה בתור הנוכחי,שורה,עמודה,display_board_to_user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04 03:29:03,2019-06-04 14:02:49,IP Address,,67,38026,False,2019-06-05 14:02:51,R_3HOfL77ofRxDUb7,,,,,,,anonymous,HE,זכר,29,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-10 03:56:14,2019-06-10 04:01:47,IP Address,,100,332,True,2019-06-10 04:01:47,R_1etmNYinWWNFhEK,,,,,,,anonymous,HE,זכר,25,,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,cheese_position,places_been,maze,,,,,,,,,,,,,,,,,,,,,,file_size,מסדרת קבצים לפי שם,רשימת קבצים,1 אם הצליח אפס אחרת,increae_file,,,,,,מפעיל את המעלית,target_floor,current_floor,floors_to_go,state,תעצור בכל קומה,,,,,,,,,,,,,,,כן,לא,כן,
2019-06-10 03:58:19,2019-06-10 04:10:39,IP Address,,100,739,True,2019-06-10 04:10:39,R_3PQTz6yH0r3W68i,,,,,,,anonymous,HE,נקבה,28,4,לא,,,,,,,,Yes,"getGameDifficulty(grid_size, number_of_mines_in_grid)",total_game_time,minesweeper_game_board,check what the cell rowxcol contains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מקבל שני משתנים var1,var2 המייצגים קומה נוכחית וקומת יעד ומזיז את המעלית בהתאם.",destination_floor,source_floor,floors_to_move,door_state,,,,,,max_benefits_per_month,amount_for_benefit,available_benefits,"use_benefit(availabe_benefits,used_benefits)",כן,לא,כן,
2019-06-10 04:03:34,2019-06-10 04:13:05,IP Address,,100,570,True,2019-06-10 04:13:05,R_2RQFObZZBiMwoZd,,,,,,,anonymous,HE,נקבה,24,,כן,תואר ראשון,3,,,,,,,,,,,מעביר תשלום לעובד לפי מספר השעות ,מספר השעות שעבד העובד החודש,דרגת שכר,,weeks_hours_num,extra_hours_salary,,,,,,,today_cheese_position,positions_mouse_visited,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מעלית עולה יורדת,floor_target,floor_current,floor_distance,door_state,,,,,,,,,,,,,,,,כן,לא,לא,
2019-06-10 04:10:46,2019-06-10 04:22:35,IP Address,,100,709,True,2019-06-10 04:22:36,R_3h3IweeSH4H1hcz,,,,,,,anonymous,HE,זכר,21,0,כן,תואר ראשון,1,,,,,,Yes,"get_difficulty_level(grid_size, number_of_mines)",game_time,game_board,show what a grid cell contains,,,,,,,,,,,,,,,,,,,,,,,,,,,game_grid_state,put x / o in the chosen cell,which row to put the x/o,which col to put x/o,display_game_grid(game_grid_state),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max_benefits_capacity,benefit_price,number_of_benefits_availabe,"is_available_benefit(number_of_benefits_used, number_of_benefits_availabe)",כן,לא,לא,
2019-06-10 04:22:42,2019-06-10 04:33:20,IP Address,,100,637,True,2019-06-10 04:33:20,R_3exZsoF2brbOIQR,,,,,,,anonymous,HE,זכר,28,2,לא,,,כן,"get_game_level(size,mines_number)",time,game_board,חושף תא בלוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,move the elevator to the desired floor,destination,source,floors_difference,door_state,,,,,,,,max_benefits,benefit_price,current_benefits_number,")is_benefit_exist(current_benefits_number, used_benefits_number",,,,,כן,לא,כן,
2019-06-10 04:18:32,2019-06-10 04:41:09,IP Address,,100,1356,True,2019-06-10 04:41:09,R_1GWj8o5kT4jHs4y,,,,,,,anonymous,HE,זכר,24,,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,משלם לעובד,מספר השעות שעבד העובד,דרגת השכר של העובד,,week_hours_num,overtime_wage,cheese_current_position,places_mouse_been_in,maze,,,,,,,,,,,,,,,,,game_current_state,ביצוע תור,שורה,עמודה,display_board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,לא,
2019-06-10 04:34:48,2019-06-10 04:52:20,IP Address,,100,1052,True,2019-06-10 04:52:20,R_3PbZOSXjZzigsBr,,,,,,,anonymous,HE,זכר,25,,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,game_board_status,לשים א הסימן של השחקן (איקס או עיגול) במשבצת שהתקבלה,איזה שורה לשים את הסימן,איזה עמודה לשים את הסימן,display_game_board(game_board_status),file_size,sort the files according to their names,list of the files. files is list of Class File that contains size and name,sorted list of the files according to their names,"increase_file_size(additional_size_required, available_size)",,,,,,,,,,,,מזיז את המעלית לפי הקומה שאנחנו נמצאים בה וזו שרוצים להגיע אליה,dest_floor,src_floor,floors_to_move,door_status,"for floor in range(0, num_of_floors):
go_up(src_floor,dst_floor)
open_door",,,,,,,,,כן,לא,כן,
2019-06-10 04:52:28,2019-06-10 05:06:46,IP Address,,100,857,True,2019-06-10 05:06:47,R_xaqqPmc7P8q3yW5,,,,,,,anonymous,HE,נקבה,23,0,כן,תואר ראשון,2,כן,"get_difficulty_level(board_size, number_of_mines)",game_time,Cell,חושף מה יש במשבצת,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,current_board_state,לשים את הסימן של המשתמש במשבצת שהתקבלה לפי שורה ועמודה,שורה של המשבצת,עמודה של המשבצת,show_game_board(current_board_state),,,,,,,,,,,,,,,,,מתפעל מעלית לפי הקומה שנמצאים בה והקומה שאליה רוצים להגיע,floor_required,current_floor,floors_to _move,door_status,,,,,,,,,,כן,כן,כן,
2019-06-10 05:06:53,2019-06-10 05:27:55,IP Address,,100,1261,True,2019-06-10 05:27:55,R_xgh9SZmgy1pCg1z,,,,,,,anonymous,HE,נקבה,29,3,לא,,,כן,"get_game_level(rows_number, cols_number, mines_number)",time_played,board_cells_info,"expose cell value in row, col",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board_state,put sign in row and col,row in board to put sign,col in board to put sign,display_board,,,,,,,,,,,,,,,,,,,,,,,,,,,maximum_number_of_pinuks_per_month,money_per_pinuk,pinuks_amount_per_month,"is_pinuk_allowed(pinuks_amount_per_month, pinuks_amount_used)",כן,לא,כן,
2019-06-10 05:18:05,2019-06-10 05:28:09,IP Address,,100,603,True,2019-06-10 05:28:10,R_DvLr0EAN5OCZqsV,,,,,,,anonymous,HE,נקבה,24,0,כן,תואר ראשון,0,כן,get_difficulty,dame_duration,board,חושף את המשבצת,,,,,,,,,,,,,,,,,,,,,,,,,,,game_board_state,make a turn,row,column,display_board,,,,,,,,,,,,,,,,,,,,,,,,,,,מזיז תמעלית,source,target,diff,door_state,,,,,,,,,,כן,לא,כן,
2019-06-10 05:24:02,2019-06-10 05:41:34,IP Address,,100,1052,True,2019-06-10 05:41:35,R_3k70YomNIpPo0wX,,,,,,,anonymous,HE,זכר,26,3,כן,תואר ראשון,3,כן,"get_game_level(board_size,num_of_mines)",game_time_passed,game_cells_board,מראה מה יש בתא שנמצא ב -rowxcol,,,,,,,,,,,,,,,,,,,,,,,,cheese_location,visited_locations,labyrinth,,,,,,,,,,,,,,,,,,,,,,,,,,move the elevator to the desired floor,target_floor,source_floor,floors_to_move,door_state,don't have time,,,,,,,,,,,,,,,כן,לא,לא,
2019-06-10 05:36:31,2019-06-10 05:44:31,IP Address,,100,480,True,2019-06-10 05:44:32,R_3EWqZwdW53Ar0Eu,,,,,,,anonymous,HE,זכר,26,,כן,תואר ראשון,3,,,,,,Yes,get_difficulty,game_time,game_board,חושפת משבצת,,,,,,,,,,,,,,,,,,,today_cheese_location,locations_already_visited,labyrinth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max_treats,shekels_per_treats,current_month_treats_num,is_enough_treats,כן,לא,לא,
2019-06-10 05:52:54,2019-06-10 06:08:10,IP Address,,100,915,True,2019-06-10 06:08:10,R_2ykpqUw3OZ2oWB4,,,,,,,anonymous,HE,זכר,25,0,כן,תואר ראשון,4,כן,"get_level(number_of_rows,number_of_columns,number_of_mines)",game_time,mines_grid,חושפת מה יש במשבצת שנמצאת בשורה והעמודה שהתקבלו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,move an elevator,destination,source,diff_floors,door_state,,,,,,,,,,,,treats_capacity_in_month,treat_value,treats_available,"is_treat_available(used_treats,available_treats)",כן,לא,כן,
2019-06-10 06:03:30,2019-06-10 06:18:42,IP Address,,100,911,True,2019-06-10 06:18:42,R_Zn7Irt4HgQedued,,,,,,,anonymous,HE,נקבה,24,,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,,,,today_cheese_location,mouse_previous_locations,maze,,,,game_board_current_state,make a turn,chosen row,chosen col,display_board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max_monthly_treats,treat_cost,current_month_treats,can_use_treats,כן,לא,כן,
2019-06-10 06:09:44,2019-06-10 06:29:18,IP Address,,100,1174,True,2019-06-10 06:29:19,R_3fHwSGRxat2IPTX,,,,,,,anonymous,HE,זכר,27,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,current_cheese_location,visited_rooms,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max_Pinukim,price_for_pinuk,number_of_pinukim_available,"is_pinuk_available(pinukim_used, pinukim_available)",כן,לא,כן,
2019-06-10 06:31:35,2019-06-10 07:03:52,IP Address,,100,1936,True,2019-06-10 07:03:53,R_eV9zq3Rjb9CZq9P,,,,,,,anonymous,HE,נקבה,25,,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,tells how much a worker should be paid,how many hours the worker worked,how much money the worker gets for one hour,"int pay (hours, rate):
return rate*hours",full_position_hours,day_hour_rate,,,,,,,current_cheese_location,visited_rooms,game_labyrinth,game_board_state,make a turn,row of the cell to sign,column of the cell to sign,display_game_board(game_board_state),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,כן,כן,
2019-06-10 06:56:08,2019-06-10 07:12:18,IP Address,,100,970,True,2019-06-10 07:12:19,R_0c8oVP2ebk84wlH,,,,,,,anonymous,HE,נקבה,23,0,כן,תואר ראשון,2,כן,gey_difficulty,game_time,game_board,חושף משבצת,,,,,,מעביר תשלום לעובד,מספר השעות שעבד העובד,כמה כסף הוא מקבל לשעה,,full_time_weekly_hours,overtime_salary,,,,,,,,,,today_cheese_room,rooms_already_visited,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,לא,
2019-06-10 07:04:38,2019-06-10 07:19:16,IP Address,,100,877,True,2019-06-10 07:19:16,R_1DD7IwxSMo1GhAf,,,,,,,anonymous,HE,זכר,30,2,כן,תואר שני,2,,,,,,,,,,,,,,,,,return the salary of an employee,hours the employee worked,rate the employee gets per hour,return hours*rate,FULL_TIME_WEEK_HOURS,hour_rate,,,,currentCheeseLocation,visited_locations,maze,,,,,,,,,,,,,,,,,,,,,,,,file_size,מיון קבצים לפי סדר אלפביתי,רשימה של מחלקה מסוג FILE שמתאר קובץ (גודל ושם),רשימה ממויינת של קבצים לפי השם,,,,,,,,,,,,,,,,,,,,,,כן,כן,כן,
2019-06-10 07:05:28,2019-06-10 07:26:53,IP Address,,100,1284,True,2019-06-10 07:26:53,R_2THQEWTPJ9mqGO1,,,,,,,anonymous,HE,נקבה,21,0,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,calculate the salary for given amount of hours,hours of working,rate of the hours,return rate * hours;,full_time_position_hours_requirement,overtime_rate,,,,cheese_location,rooms_visited,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max_treat_number,treat_rate,treats_available_number,"is_treat_available(treats_available_number, treats_number_used)",כן,לא,לא,
